Profile Categories	AUC
Histone Markers	0.762754918
Histone Markers	0.763337142
Histone Markers	0.76323095
Histone Markers	0.76263808
Histone Markers	0.7663961
Histone Markers	0.763254545
Histone Markers	0.764027155
Histone Markers	0.764265288
Histone Markers	0.766529931
Histone Markers	0.766133001
Histone Markers	0.765635984
Histone Markers	0.766675021
Histone Markers	0.766917064
Histone Markers	0.766731169
Histone Markers	0.766256527
Histone Markers	0.767498758
Histone Markers	0.769435724
Histone Markers	0.768844524
Histone Markers	0.770458179
Histone Markers	0.769852451
Histone Markers	0.771462458
Histone Markers	0.772985672
Histone Markers	0.777562434
Histone Markers	0.772030553
Histone Markers	0.77180261
Histone Markers	0.773252312
Histone Markers	0.773374307
Histone Markers	0.773344391
Histone Markers	0.773394172
Histone Markers	0.774316051
Histone Markers	0.775262267
Histone Markers	0.774221587
Histone Markers	0.775719022
Histone Markers	0.774583203
Histone Markers	0.775184755
Histone Markers	0.776718422
Histone Markers	0.77576751
Histone Markers	0.778458043
Histone Markers	0.775863766
Histone Markers	0.777302714
Histone Markers	0.779815529
Histone Markers	0.777841288
Histone Markers	0.778239672
Histone Markers	0.778606939
Histone Markers	0.777945974
Histone Markers	0.778621066
Histone Markers	0.779261087
Histone Markers	0.778930291
Histone Markers	0.779631271
Histone Markers	0.779735763
Histone Markers	0.780952408
Histone Markers	0.779150478
Histone Markers	0.780147569
Histone Markers	0.780372575
Histone Markers	0.786691139
Histone Markers	0.781501602
Histone Markers	0.784460251
Histone Markers	0.784166317
Histone Markers	0.784828662
Histone Markers	0.783090286
Histone Markers	0.783658512
Histone Markers	0.78362152
Histone Markers	0.783896749
Histone Markers	0.784094282
Histone Markers	0.78466349
Histone Markers	0.784645815
Histone Markers	0.782148362
Histone Markers	0.784838494
Histone Markers	0.785816617
Histone Markers	0.786141299
Histone Markers	0.785539174
Histone Markers	0.790577485
Histone Markers	0.785940789
Histone Markers	0.78675569
Histone Markers	0.786313805
Histone Markers	0.789699567
Histone Markers	0.786827783
Histone Markers	0.78855243
Histone Markers	0.788072875
Histone Markers	0.787846596
Histone Markers	0.788139267
Histone Markers	0.787753415
Histone Markers	0.788773583
Histone Markers	0.791189211
Histone Markers	0.791181435
Histone Markers	0.791714234
Histone Markers	0.792781271
Histone Markers	0.795077056
Histone Markers	0.792023136
Histone Markers	0.792374361
Histone Markers	0.79284251
Histone Markers	0.792987324
Histone Markers	0.793188381
Histone Markers	0.793015251
Histone Markers	0.79298027
Histone Markers	0.793848716
Histone Markers	0.793896169
Histone Markers	0.794579696
Histone Markers	0.795137549
Histone Markers	0.795734383
Histone Markers	0.794217544
Histone Markers	0.795862814
Histone Markers	0.794998896
Histone Markers	0.795739626
Histone Markers	0.796011327
Histone Markers	0.795717511
Histone Markers	0.79568523
Histone Markers	0.797757632
Histone Markers	0.796411238
Histone Markers	0.796331361
Histone Markers	0.796582098
Histone Markers	0.799283683
Histone Markers	0.799194279
Histone Markers	0.798886404
Histone Markers	0.797771006
Histone Markers	0.798722135
Histone Markers	0.800605277
Histone Markers	0.798914145
Histone Markers	0.800716001
Histone Markers	0.80089703
Histone Markers	0.800876183
Histone Markers	0.800668867
Histone Markers	0.801046774
Histone Markers	0.801337328
Histone Markers	0.803221334
Histone Markers	0.80138779
Histone Markers	0.802828003
Histone Markers	0.804790132
Histone Markers	0.803420122
Histone Markers	0.804037554
Histone Markers	0.804080667
Histone Markers	0.80484799
Histone Markers	0.805042499
Histone Markers	0.806044769
Histone Markers	0.805702274
Histone Markers	0.805699624
Histone Markers	0.805509559
Histone Markers	0.807107608
Histone Markers	0.808872246
Histone Markers	0.807030824
Histone Markers	0.808114388
Histone Markers	0.80777462
Histone Markers	0.807864671
Histone Markers	0.809699646
Histone Markers	0.811018035
Histone Markers	0.810394036
Histone Markers	0.811519005
Histone Markers	0.811195351
Histone Markers	0.809743318
Histone Markers	0.811635642
Histone Markers	0.81167881
Histone Markers	0.811777529
Histone Markers	0.811678291
Histone Markers	0.811304763
Histone Markers	0.811680382
Histone Markers	0.812455654
Histone Markers	0.812600385
Histone Markers	0.812746696
Histone Markers	0.813463146
Histone Markers	0.814824318
Histone Markers	0.815597634
Histone Markers	0.816371179
Histone Markers	0.818829066
Histone Markers	0.818281831
Histone Markers	0.819078128
Histone Markers	0.819420306
Histone Markers	0.818710429
Histone Markers	0.820711663
Histone Markers	0.821711222
Histone Markers	0.820136386
Histone Markers	0.822603364
Histone Markers	0.821709674
Histone Markers	0.822432213
Histone Markers	0.824000104
Histone Markers	0.824812378
Histone Markers	0.823853182
Histone Markers	0.82366734
Histone Markers	0.825273539
Histone Markers	0.823908435
Histone Markers	0.825061392
Histone Markers	0.823626566
Histone Markers	0.823535286
Histone Markers	0.826358806
Histone Markers	0.825113677
Histone Markers	0.82547892
Histone Markers	0.82666926
Histone Markers	0.827467542
Histone Markers	0.826715365
Histone Markers	0.826420191
Histone Markers	0.828564508
Histone Markers	0.82831155
Histone Markers	0.828284049
Histone Markers	0.83054822
Histone Markers	0.830841525
Histone Markers	0.830757871
Histone Markers	0.830845316
Histone Markers	0.831110671
Histone Markers	0.831037991
Histone Markers	0.832854013
Histone Markers	0.830523597
Histone Markers	0.830826218
Histone Markers	0.831779331
Histone Markers	0.831005649
Histone Markers	0.830924114
Histone Markers	0.831634569
Histone Markers	0.832009549
Histone Markers	0.833087783
Histone Markers	0.832790224
Histone Markers	0.833753262
Histone Markers	0.833085872
Histone Markers	0.834948008
Histone Markers	0.835313696
Histone Markers	0.837349143
Histone Markers	0.838605529
Histone Markers	0.839394981
Histone Markers	0.839032447
Histone Markers	0.839921685
Histone Markers	0.840586652
Histone Markers	0.840335838
Histone Markers	0.842066064
Histone Markers	0.841437386
Histone Markers	0.843104186
Histone Markers	0.842828641
Histone Markers	0.843563976
Histone Markers	0.843444577
Histone Markers	0.848112696
Histone Markers	0.846081598
Histone Markers	0.845385046
Histone Markers	0.845288323
Histone Markers	0.846228422
Histone Markers	0.846345531
Histone Markers	0.846272988
Histone Markers	0.845944395
Histone Markers	0.847282549
Histone Markers	0.847199508
Histone Markers	0.847686328
Histone Markers	0.849017785
Histone Markers	0.848996994
Histone Markers	0.849014354
Histone Markers	0.849409834
Histone Markers	0.849459787
Histone Markers	0.850566246
Histone Markers	0.849854636
Histone Markers	0.849337282
Histone Markers	0.851916665
Histone Markers	0.849635359
Histone Markers	0.850466368
Histone Markers	0.852271479
Histone Markers	0.852297928
Histone Markers	0.852247503
Histone Markers	0.853784555
Histone Markers	0.852948064
Histone Markers	0.854807656
Histone Markers	0.853687415
Histone Markers	0.854282582
Histone Markers	0.855570062
Histone Markers	0.854910783
Histone Markers	0.856708456
Histone Markers	0.856041838
Histone Markers	0.857372547
Histone Markers	0.857980938
Histone Markers	0.857837971
Histone Markers	0.858373276
Histone Markers	0.857759669
Histone Markers	0.858938995
Histone Markers	0.859936714
Histone Markers	0.860428136
Histone Markers	0.861078517
Histone Markers	0.863372828
Histone Markers	0.86327308
Histone Markers	0.862965612
Histone Markers	0.86353218
Histone Markers	0.863783436
Histone Markers	0.863562525
Histone Markers	0.86441739
Histone Markers	0.864614248
Histone Markers	0.864430354
Histone Markers	0.864775476
Histone Markers	0.864801169
Histone Markers	0.86501702
Histone Markers	0.864914014
Histone Markers	0.865766168
Histone Markers	0.86547712
Histone Markers	0.865739097
Histone Markers	0.867176856
Histone Markers	0.867299472
Histone Markers	0.867781745
Histone Markers	0.867240913
Histone Markers	0.869176915
Histone Markers	0.870155351
Histone Markers	0.869608058
Histone Markers	0.870411524
Histone Markers	0.87112496
Histone Markers	0.870904825
Histone Markers	0.871293379
Histone Markers	0.872820008
Histone Markers	0.870802546
Histone Markers	0.87304948
Histone Markers	0.872546426
Histone Markers	0.87266216
Histone Markers	0.873666864
Histone Markers	0.87360077
Histone Markers	0.874257903
Histone Markers	0.876447314
Histone Markers	0.874805027
Histone Markers	0.875559781
Histone Markers	0.875247295
Histone Markers	0.877138239
Histone Markers	0.875783692
Histone Markers	0.875885143
Histone Markers	0.876615535
Histone Markers	0.876265896
Histone Markers	0.877563476
Histone Markers	0.878537401
Histone Markers	0.878731909
Histone Markers	0.879482894
Histone Markers	0.879312503
Histone Markers	0.879798649
Histone Markers	0.880526425
Histone Markers	0.880556313
Histone Markers	0.87979715
Histone Markers	0.880120448
Histone Markers	0.880668144
Histone Markers	0.882057042
Histone Markers	0.883979561
Histone Markers	0.882517317
Histone Markers	0.883208069
Histone Markers	0.883521985
Histone Markers	0.88377783
Histone Markers	0.88445705
Histone Markers	0.884174653
Histone Markers	0.884081028
Histone Markers	0.885904555
Histone Markers	0.885388014
Histone Markers	0.885710717
Histone Markers	0.88882059
Histone Markers	0.887423097
Histone Markers	0.886288168
Histone Markers	0.887749894
Histone Markers	0.887298407
Histone Markers	0.889037517
Histone Markers	0.888896191
Histone Markers	0.890033365
Histone Markers	0.889913544
Histone Markers	0.890101889
Histone Markers	0.891019359
Histone Markers	0.892242189
Histone Markers	0.89159121
Histone Markers	0.890995509
Histone Markers	0.8909311
Histone Markers	0.892079116
Histone Markers	0.892047289
Histone Markers	0.891626682
Histone Markers	0.892797406
Histone Markers	0.893687551
Histone Markers	0.893121312
Histone Markers	0.893461718
Histone Markers	0.893762779
Histone Markers	0.893970504
Histone Markers	0.897599913
Histone Markers	0.893897617
Histone Markers	0.894079462
Histone Markers	0.894964586
Histone Markers	0.895703172
Histone Markers	0.896082502
Histone Markers	0.895727918
Histone Markers	0.896220588
Histone Markers	0.896159913
Histone Markers	0.897054765
Histone Markers	0.89643982
Histone Markers	0.89764801
Histone Markers	0.899843149
Histone Markers	0.897872472
Histone Markers	0.898949789
Histone Markers	0.899024188
Histone Markers	0.899701189
Histone Markers	0.899450425
Histone Markers	0.90011458
Histone Markers	0.900345509
Histone Markers	0.900859746
Histone Markers	0.900829181
Histone Markers	0.901358075
Histone Markers	0.902190272
Histone Markers	0.902566229
Histone Markers	0.902503017
Histone Markers	0.903116051
Histone Markers	0.903476033
Histone Markers	0.903447769
Histone Markers	0.90367675
Histone Markers	0.903271397
Histone Markers	0.90502038
Histone Markers	0.904679308
Histone Markers	0.90422511
Histone Markers	0.90625645
Histone Markers	0.905855481
Histone Markers	0.906482509
Histone Markers	0.907520458
Histone Markers	0.907891952
Histone Markers	0.908070446
Histone Markers	0.9090177
Histone Markers	0.908693581
Histone Markers	0.909350387
Histone Markers	0.909313276
Histone Markers	0.909353722
Histone Markers	0.909483795
Histone Markers	0.910798918
Histone Markers	0.909867866
Histone Markers	0.911039672
Histone Markers	0.910916064
Histone Markers	0.91227062
Histone Markers	0.911336908
Histone Markers	0.911348026
Histone Markers	0.912229379
Histone Markers	0.913453532
Histone Markers	0.912308218
Histone Markers	0.914249129
Histone Markers	0.914099177
Histone Markers	0.914457965
Histone Markers	0.914785402
Histone Markers	0.915395163
Histone Markers	0.916290656
Histone Markers	0.9155986
Histone Markers	0.915806747
Histone Markers	0.917021351
Histone Markers	0.9167562
Histone Markers	0.916153534
Histone Markers	0.917913172
Histone Markers	0.917256434
Histone Markers	0.918231278
Histone Markers	0.91815423
Histone Markers	0.918432946
Histone Markers	0.919539832
Histone Markers	0.919567096
Histone Markers	0.920309664
Histone Markers	0.921829736
Histone Markers	0.923292603
Histone Markers	0.922584356
Histone Markers	0.923177019
Histone Markers	0.923800407
Histone Markers	0.924340355
Histone Markers	0.923792591
Histone Markers	0.924430164
Histone Markers	0.924098025
Histone Markers	0.925527668
Histone Markers	0.925832229
Histone Markers	0.925609671
Histone Markers	0.926544038
Histone Markers	0.927125297
Histone Markers	0.928376935
Histone Markers	0.927383924
Histone Markers	0.92814591
Histone Markers	0.929887402
Histone Markers	0.928716156
Histone Markers	0.929821142
Histone Markers	0.930677501
Histone Markers	0.931439359
Histone Markers	0.931354946
Histone Markers	0.931501839
Histone Markers	0.931452826
Histone Markers	0.931434407
Histone Markers	0.932177538
Histone Markers	0.932444661
Histone Markers	0.93205771
Histone Markers	0.931794367
Histone Markers	0.932771389
Histone Markers	0.933754971
Histone Markers	0.934781199
Histone Markers	0.934225966
Histone Markers	0.934382453
Histone Markers	0.935469944
Histone Markers	0.935274052
Histone Markers	0.935483302
Histone Markers	0.935712808
Histone Markers	0.935235913
Histone Markers	0.936108352
Histone Markers	0.936441876
Histone Markers	0.93628784
Histone Markers	0.937116996
Histone Markers	0.937605508
Histone Markers	0.937993845
Histone Markers	0.939210058
Histone Markers	0.940436222
Histone Markers	0.940867515
Histone Markers	0.941067892
Histone Markers	0.941817512
Histone Markers	0.942234637
Histone Markers	0.941503942
Histone Markers	0.943478803
Histone Markers	0.944284663
Histone Markers	0.944300552
Histone Markers	0.944221379
Histone Markers	0.944703641
Histone Markers	0.945460621
Histone Markers	0.945750201
Histone Markers	0.944904585
Histone Markers	0.945317751
Histone Markers	0.945769123
Histone Markers	0.948529719
Histone Markers	0.947970379
Histone Markers	0.94848545
Histone Markers	0.947825538
Histone Markers	0.948532603
Histone Markers	0.950443593
Histone Markers	0.952041931
Histone Markers	0.95261424
Histone Markers	0.952911017
Histone Markers	0.953740473
Histone Markers	0.953360396
Histone Markers	0.955462675
Histone Markers	0.955549582
Histone Markers	0.955978032
Histone Markers	0.956695309
Histone Markers	0.957555779
Histone Markers	0.957815754
Histone Markers	0.958747937
Histone Markers	0.959221665
Histone Markers	0.95890753
Histone Markers	0.959845057
Histone Markers	0.960270865
Histone Markers	0.959616454
Histone Markers	0.960467347
Histone Markers	0.960190886
Histone Markers	0.961052559
Histone Markers	0.962147673
Histone Markers	0.962628182
Histone Markers	0.963029174
Histone Markers	0.966911606
Histone Markers	0.966897852
Histone Markers	0.967285109
Histone Markers	0.968430187
Histone Markers	0.969918492
Histone Markers	0.970411491
Histone Markers	0.972496203
Histone Markers	0.973771311
Histone Markers	0.974620068
Histone Markers	0.975134628
Histone Markers	0.977145638
Histone Markers	0.979105367
Histone Markers	1
Histone Markers	0.999977775
Histone Markers	1
Histone Markers	1
Histone Markers	1
Methylation Profiles	0.848642986
Methylation Profiles	0.762286665
Methylation Profiles	0.738831656
Methylation Profiles	0.758304991
Methylation Profiles	0.932212602
Methylation Profiles	0.777728164
Methylation Profiles	0.852449307
Methylation Profiles	0.758099407
Methylation Profiles	0.767335607
Methylation Profiles	0.778503897
Methylation Profiles	0.830221567
Methylation Profiles	0.861196551
Methylation Profiles	0.840125296
Methylation Profiles	0.828505793
Methylation Profiles	0.865835355
Methylation Profiles	0.761423952
Methylation Profiles	0.758391875
Methylation Profiles	0.770258565
Methylation Profiles	0.820046058
Methylation Profiles	0.741751648
Methylation Profiles	0.74227816
Methylation Profiles	0.785262378
Methylation Profiles	0.845956438
Methylation Profiles	0.765431849
Methylation Profiles	0.811496385
Methylation Profiles	0.747276949
Methylation Profiles	0.776604831
Methylation Profiles	0.8404524
Methylation Profiles	0.768110367
Methylation Profiles	0.845152135
Methylation Profiles	0.806151907
Methylation Profiles	0.731145371
Methylation Profiles	0.754149266
Methylation Profiles	0.828166641
Methylation Profiles	0.721120802
Methylation Profiles	0.769062489
Methylation Profiles	0.758010827
Methylation Profiles	0.810076714
Methylation Profiles	0.741737681
Methylation Profiles	0.712195997
Methylation Profiles	0.736799017
Methylation Profiles	0.890405345
Methylation Profiles	0.800215526
Methylation Profiles	0.877077729
Methylation Profiles	0.692253085
Methylation Profiles	0.73053143
Methylation Profiles	0.885289357
Methylation Profiles	0.840087826
Methylation Profiles	0.833375065
Methylation Profiles	0.804228637
Methylation Profiles	0.806269206
Methylation Profiles	0.907624335
Methylation Profiles	0.742853356
Methylation Profiles	0.827008729
Methylation Profiles	0.743028848
Methylation Profiles	0.793505052
Methylation Profiles	0.748878709
Methylation Profiles	0.850109833
Methylation Profiles	0.813004897
Methylation Profiles	0.77395644
Methylation Profiles	0.763954473
Methylation Profiles	0.828983473
Methylation Profiles	0.755181767
Methylation Profiles	0.803830198
Methylation Profiles	0.839674923
Methylation Profiles	0.820779018
Methylation Profiles	0.878143116
Methylation Profiles	0.747738126
Methylation Profiles	0.766889856
Methylation Profiles	0.740707015
Methylation Profiles	0.721141879
Methylation Profiles	0.902335838
Methylation Profiles	0.796340262
Methylation Profiles	0.852645592
Methylation Profiles	0.744899691
Methylation Profiles	0.842489065
Methylation Profiles	0.80635828
Methylation Profiles	0.850513286
Methylation Profiles	0.810583003
Methylation Profiles	0.76007334
Methylation Profiles	0.755150069
Methylation Profiles	0.790293961
Methylation Profiles	0.818136048
Methylation Profiles	0.826943642
Methylation Profiles	0.719888421
Methylation Profiles	0.894645988
Methylation Profiles	0.884105645
Methylation Profiles	0.688848788
Methylation Profiles	0.861836378
Methylation Profiles	0.687585007
Methylation Profiles	0.746404066
Methylation Profiles	0.761517639
Methylation Profiles	0.803575339
Methylation Profiles	0.89345341
Methylation Profiles	0.815043229
Methylation Profiles	0.80457173
Methylation Profiles	0.797620697
Methylation Profiles	0.810480089
Methylation Profiles	0.792703493
Methylation Profiles	0.812583361
Methylation Profiles	0.750627293
Methylation Profiles	0.734465802
Methylation Profiles	0.802690683
Methylation Profiles	0.835060177
Methylation Profiles	0.752577421
Methylation Profiles	0.822428249
Methylation Profiles	0.856952762
Methylation Profiles	0.758089161
